tx_pdu_id,can_id,message_name,signal_id,wire_field,source_ram,ref_from,ref_type,ref_role,owner_entry,owner_name,owner_body_size,owner_body_sha256
0,0x260,STEER_TORQUE_SENSOR,2,B0[3],0xFEBE8098,0x0005818A,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
0,0x260,STEER_TORQUE_SENSOR,3,B0[2],0xFEBE8099,0x0004B6B4,WRITE,producer-write,0x0004B66C,FUN_0004b66c,232,2dbb743c6900c4894670aea1121cd4e192d6812ca5a69709c397d00f83395fec
0,0x260,STEER_TORQUE_SENSOR,3,B0[2],0xFEBE8099,0x0004BD10,READ,packer-read,0x0004BCEE,application_pack_can_260,306,bc9f9430d8e8f59bf010286e425df101ac480a738ac220455a82a6c4c7636c8b
0,0x260,STEER_TORQUE_SENSOR,3,B0[2],0xFEBE8099,0x0005818C,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
0,0x260,STEER_TORQUE_SENSOR,4,B0[1],0xFEBE809A,0x0004B6D6,WRITE,producer-write,0x0004B66C,FUN_0004b66c,232,2dbb743c6900c4894670aea1121cd4e192d6812ca5a69709c397d00f83395fec
0,0x260,STEER_TORQUE_SENSOR,4,B0[1],0xFEBE809A,0x0004BD16,READ,packer-read,0x0004BCEE,application_pack_can_260,306,bc9f9430d8e8f59bf010286e425df101ac480a738ac220455a82a6c4c7636c8b
0,0x260,STEER_TORQUE_SENSOR,4,B0[1],0xFEBE809A,0x0005818E,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
0,0x260,STEER_TORQUE_SENSOR,5,B0[0],0xFEBE809B,0x0004B904,WRITE,producer-write,0x0004B900,FUN_0004b900,10,038db5b3d9f613a864878e90a8ac87ae58fb9d683dc5d7ea1f16233b47500e97
0,0x260,STEER_TORQUE_SENSOR,5,B0[0],0xFEBE809B,0x0004BD1C,READ,packer-read,0x0004BCEE,application_pack_can_260,306,bc9f9430d8e8f59bf010286e425df101ac480a738ac220455a82a6c4c7636c8b
0,0x260,STEER_TORQUE_SENSOR,5,B0[0],0xFEBE809B,0x00058190,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
0,0x260,STEER_TORQUE_SENSOR,6,B1..B2 BE16,0xFEBE810A,0x0004B732,WRITE,producer-write,0x0004B66C,FUN_0004b66c,232,2dbb743c6900c4894670aea1121cd4e192d6812ca5a69709c397d00f83395fec
0,0x260,STEER_TORQUE_SENSOR,6,B1..B2 BE16,0xFEBE810A,0x0004B7F6,READ,other-read,0x0004B7BA,FUN_0004b7ba,114,dd046afdd6a747b9c6682b805a028642c163532a9cd97a6d3eba8156c1ba6195
0,0x260,STEER_TORQUE_SENSOR,6,B1..B2 BE16,0xFEBE810A,0x0004BD22,READ,packer-read,0x0004BCEE,application_pack_can_260,306,bc9f9430d8e8f59bf010286e425df101ac480a738ac220455a82a6c4c7636c8b
0,0x260,STEER_TORQUE_SENSOR,6,B1..B2 BE16,0xFEBE810A,0x00057282,READ,other-read,0x00056FC2,application_rx_signal_consumer_56fc2,1956,c404b97a4e68be4a40040cfb533cd32f2b156f73674b7236e03bdff1ecd8675e
0,0x260,STEER_TORQUE_SENSOR,6,B1..B2 BE16,0xFEBE810A,0x00058192,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
0,0x260,STEER_TORQUE_SENSOR,6,B1..B2 BE16,0xFEBE810A,0x000FCC82,READ,other-read,0x000FCC4E,FUN_000fcc4e,78,b0a90e98aa7c8196277df3855aab4698655f54466ba24f49ce0ec2c70cc2e5dd
0,0x260,STEER_TORQUE_SENSOR,7,B3..B4 BE16,0xFEBE810E,0x0004B9C6,WRITE,producer-write,0x0004B976,FUN_0004b976,86,c6b3274f64a22ed3b223ccf5d47d3a66bf8648a84cba118d6b5da6b307f022bc
0,0x260,STEER_TORQUE_SENSOR,7,B3..B4 BE16,0xFEBE810E,0x0004BD28,READ,packer-read,0x0004BCEE,application_pack_can_260,306,bc9f9430d8e8f59bf010286e425df101ac480a738ac220455a82a6c4c7636c8b
0,0x260,STEER_TORQUE_SENSOR,7,B3..B4 BE16,0xFEBE810E,0x00058196,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
0,0x260,STEER_TORQUE_SENSOR,8,B5..B6 BE16,0xFEBE8110,0x0004B74E,WRITE,producer-write,0x0004B66C,FUN_0004b66c,232,2dbb743c6900c4894670aea1121cd4e192d6812ca5a69709c397d00f83395fec
0,0x260,STEER_TORQUE_SENSOR,8,B5..B6 BE16,0xFEBE8110,0x0004B81C,READ,other-read,0x0004B7BA,FUN_0004b7ba,114,dd046afdd6a747b9c6682b805a028642c163532a9cd97a6d3eba8156c1ba6195
0,0x260,STEER_TORQUE_SENSOR,8,B5..B6 BE16,0xFEBE8110,0x0004BD2E,READ,packer-read,0x0004BCEE,application_pack_can_260,306,bc9f9430d8e8f59bf010286e425df101ac480a738ac220455a82a6c4c7636c8b
0,0x260,STEER_TORQUE_SENSOR,8,B5..B6 BE16,0xFEBE8110,0x00058198,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,10,B0[7],0xFEBE809C,0x0004B90E,WRITE,producer-write,0x0004B90A,FUN_0004b90a,22,d283d778d5d4d19ca5dded0e5df8de3acf04e6a3bc03ef6862e10157d42e68b7
1,0x262,EPS_STATUS,10,B0[7],0xFEBE809C,0x0004BE60,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,10,B0[7],0xFEBE809C,0x00057298,READ,other-read,0x00056FC2,application_rx_signal_consumer_56fc2,1956,c404b97a4e68be4a40040cfb533cd32f2b156f73674b7236e03bdff1ecd8675e
1,0x262,EPS_STATUS,10,B0[7],0xFEBE809C,0x0005819A,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,11,B0[6],0xFEBE80B4,0x0004B912,WRITE,producer-write,0x0004B90A,FUN_0004b90a,22,d283d778d5d4d19ca5dded0e5df8de3acf04e6a3bc03ef6862e10157d42e68b7
1,0x262,EPS_STATUS,11,B0[6],0xFEBE80B4,0x0004BE48,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,11,B0[6],0xFEBE80B4,0x00058174,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,12,B0[5],0xFEBE809D,0x0004B910,WRITE,producer-write,0x0004B90A,FUN_0004b90a,22,d283d778d5d4d19ca5dded0e5df8de3acf04e6a3bc03ef6862e10157d42e68b7
1,0x262,EPS_STATUS,12,B0[5],0xFEBE809D,0x0004BE66,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,12,B0[5],0xFEBE809D,0x0005819C,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,14,B0[2],0xFEBE809E,0x0004B914,WRITE,producer-write,0x0004B90A,FUN_0004b90a,22,d283d778d5d4d19ca5dded0e5df8de3acf04e6a3bc03ef6862e10157d42e68b7
1,0x262,EPS_STATUS,14,B0[2],0xFEBE809E,0x0004BE6C,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,14,B0[2],0xFEBE809E,0x0005819E,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,15,B0[1],0xFEBE809F,0x0004B916,WRITE,producer-write,0x0004B90A,FUN_0004b90a,22,d283d778d5d4d19ca5dded0e5df8de3acf04e6a3bc03ef6862e10157d42e68b7
1,0x262,EPS_STATUS,15,B0[1],0xFEBE809F,0x0004BE72,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,15,B0[1],0xFEBE809F,0x000581A0,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,16,B0[0],0xFEBE80A0,0x0004B918,WRITE,producer-write,0x0004B90A,FUN_0004b90a,22,d283d778d5d4d19ca5dded0e5df8de3acf04e6a3bc03ef6862e10157d42e68b7
1,0x262,EPS_STATUS,16,B0[0],0xFEBE80A0,0x0004BE78,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,16,B0[0],0xFEBE80A0,0x000581A2,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,17,B1[7],0xFEBE80A4,0x0004B986,WRITE,producer-write,0x0004B976,FUN_0004b976,86,c6b3274f64a22ed3b223ccf5d47d3a66bf8648a84cba118d6b5da6b307f022bc
1,0x262,EPS_STATUS,17,B1[7],0xFEBE80A4,0x0004BE88,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,17,B1[7],0xFEBE80A4,0x000581AA,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,18,B1[6],0xFEBE80A6,0x0004B98C,WRITE,producer-write,0x0004B976,FUN_0004b976,86,c6b3274f64a22ed3b223ccf5d47d3a66bf8648a84cba118d6b5da6b307f022bc
1,0x262,EPS_STATUS,18,B1[6],0xFEBE80A6,0x0004BE94,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,18,B1[6],0xFEBE80A6,0x000581AE,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,19,B1[5],0xFEBE80A8,0x0004B992,WRITE,producer-write,0x0004B976,FUN_0004b976,86,c6b3274f64a22ed3b223ccf5d47d3a66bf8648a84cba118d6b5da6b307f022bc
1,0x262,EPS_STATUS,19,B1[5],0xFEBE80A8,0x0004BEA0,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,19,B1[5],0xFEBE80A8,0x000581B2,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,20,B1[4],0xFEBE80AA,0x0004B998,WRITE,producer-write,0x0004B976,FUN_0004b976,86,c6b3274f64a22ed3b223ccf5d47d3a66bf8648a84cba118d6b5da6b307f022bc
1,0x262,EPS_STATUS,20,B1[4],0xFEBE80AA,0x0004BEAC,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,20,B1[4],0xFEBE80AA,0x000581B6,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,21,B1[3],0xFEBE80AC,0x0004B9A6,WRITE,producer-write,0x0004B976,FUN_0004b976,86,c6b3274f64a22ed3b223ccf5d47d3a66bf8648a84cba118d6b5da6b307f022bc
1,0x262,EPS_STATUS,21,B1[3],0xFEBE80AC,0x0004BEB8,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,21,B1[3],0xFEBE80AC,0x00058180,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,23,B3[7],0xFEBE80A1,0x0004B91A,WRITE,producer-write,0x0004B90A,FUN_0004b90a,22,d283d778d5d4d19ca5dded0e5df8de3acf04e6a3bc03ef6862e10157d42e68b7
1,0x262,EPS_STATUS,23,B3[7],0xFEBE80A1,0x0004BE42,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,23,B3[7],0xFEBE80A1,0x000581A4,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,24,B3[6],0xFEBE80A2,0x0004B91C,WRITE,producer-write,0x0004B90A,FUN_0004b90a,22,d283d778d5d4d19ca5dded0e5df8de3acf04e6a3bc03ef6862e10157d42e68b7
1,0x262,EPS_STATUS,24,B3[6],0xFEBE80A2,0x0004BE30,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,24,B3[6],0xFEBE80A2,0x000581A6,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,25,B3[5],0xFEBE80A3,0x0004B952,WRITE,producer-write,0x0004B93C,FUN_0004b93c,46,355bbe83a98b1d4487f93387c4fff5da82879f9a20446e0c6696f1e801bf90f9
1,0x262,EPS_STATUS,25,B3[5],0xFEBE80A3,0x0004BE7E,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,25,B3[5],0xFEBE80A3,0x000581A8,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,26,B3[4],0xFEBE80A5,0x0004B958,WRITE,producer-write,0x0004B93C,FUN_0004b93c,46,355bbe83a98b1d4487f93387c4fff5da82879f9a20446e0c6696f1e801bf90f9
1,0x262,EPS_STATUS,26,B3[4],0xFEBE80A5,0x0004BE8E,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,26,B3[4],0xFEBE80A5,0x000581AC,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,27,B3[3],0xFEBE80A7,0x0004B95E,WRITE,producer-write,0x0004B93C,FUN_0004b93c,46,355bbe83a98b1d4487f93387c4fff5da82879f9a20446e0c6696f1e801bf90f9
1,0x262,EPS_STATUS,27,B3[3],0xFEBE80A7,0x0004BE9A,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,27,B3[3],0xFEBE80A7,0x000581B0,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,28,B3[2],0xFEBE80A9,0x0004B964,WRITE,producer-write,0x0004B93C,FUN_0004b93c,46,355bbe83a98b1d4487f93387c4fff5da82879f9a20446e0c6696f1e801bf90f9
1,0x262,EPS_STATUS,28,B3[2],0xFEBE80A9,0x0004BEA6,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,28,B3[2],0xFEBE80A9,0x000581B4,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,29,B3[1],0xFEBE80AB,0x0004B950,WRITE,producer-write,0x0004B93C,FUN_0004b93c,46,355bbe83a98b1d4487f93387c4fff5da82879f9a20446e0c6696f1e801bf90f9
1,0x262,EPS_STATUS,29,B3[1],0xFEBE80AB,0x0004BEB2,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,29,B3[1],0xFEBE80AB,0x000581B8,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,30,B3[0],0xFEBE80AD,0x0004B7A4,WRITE,producer-write,0x0004B754,FUN_0004b754,90,5ae6553eb3dc2de46a7e1471f28be9e5f7978766dd4d182b5af8efc9223e2b6e
1,0x262,EPS_STATUS,30,B3[0],0xFEBE80AD,0x0004BEBE,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,30,B3[0],0xFEBE80AD,0x0005817E,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,31,B4[7],0xFEBE80AE,0x0004B9A8,WRITE,producer-write,0x0004B976,FUN_0004b976,86,c6b3274f64a22ed3b223ccf5d47d3a66bf8648a84cba118d6b5da6b307f022bc
1,0x262,EPS_STATUS,31,B4[7],0xFEBE80AE,0x0004BEC4,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,31,B4[7],0xFEBE80AE,0x0005817C,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,32,B4[6],0xFEBE80AF,0x0004B9AE,WRITE,producer-write,0x0004B976,FUN_0004b976,86,c6b3274f64a22ed3b223ccf5d47d3a66bf8648a84cba118d6b5da6b307f022bc
1,0x262,EPS_STATUS,32,B4[6],0xFEBE80AF,0x0004BECA,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,32,B4[6],0xFEBE80AF,0x0005817A,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,33,B4[5],0xFEBE80B0,0x0004B9B4,WRITE,producer-write,0x0004B976,FUN_0004b976,86,c6b3274f64a22ed3b223ccf5d47d3a66bf8648a84cba118d6b5da6b307f022bc
1,0x262,EPS_STATUS,33,B4[5],0xFEBE80B0,0x0004BED0,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,33,B4[5],0xFEBE80B0,0x00058178,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,34,B4[4:3],0xFEBE80B1,0x0004B9BA,WRITE,producer-write,0x0004B976,FUN_0004b976,86,c6b3274f64a22ed3b223ccf5d47d3a66bf8648a84cba118d6b5da6b307f022bc
1,0x262,EPS_STATUS,34,B4[4:3],0xFEBE80B1,0x0004BED6,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,34,B4[4:3],0xFEBE80B1,0x00058176,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,35,B5,0xFEBE80B2,0x0004B926,WRITE,producer-write,0x0004B920,FUN_0004b920,12,10fdaad0ab535a37e4254308d14c3781429d682c0d3795d6df8e8fdda12f722d
1,0x262,EPS_STATUS,35,B5,0xFEBE80B2,0x0004BE50,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,35,B5,0xFEBE80B2,0x000581BC,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
1,0x262,EPS_STATUS,36,B6,0xFEBE80B3,0x0004B928,WRITE,producer-write,0x0004B920,FUN_0004b920,12,10fdaad0ab535a37e4254308d14c3781429d682c0d3795d6df8e8fdda12f722d
1,0x262,EPS_STATUS,36,B6,0xFEBE80B3,0x0004BE58,READ,packer-read,0x0004BE24,application_pack_can_262,816,0c6150b05372cece5a32c1fc41efc7782d4f0fef7f201cb2673662203b651152
1,0x262,EPS_STATUS,36,B6,0xFEBE80B3,0x000581BA,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
2,0x351,APP_TX_351,38,B2[7:5],0xFEBE80B8,0x0004B82C,READ,other-read,0x0004B82C,FUN_0004b82c,86,7111965a7b5f47129e17c16ae0f6a479326de16ff930437a435d360579d5f11d
2,0x351,APP_TX_351,38,B2[7:5],0xFEBE80B8,0x0004B89E,WRITE,producer-write,0x0004B882,FUN_0004b882,34,897ec99840a856831aaaed0e12cf2c9bbf23457701e7a833a5bec2ccf1ea9216
2,0x351,APP_TX_351,38,B2[7:5],0xFEBE80B8,0x0004C268,READ,packer-read,0x0004C25C,application_pack_can_351,136,7b112b649674374a6ad7be424c8c8b748b8eedb28b73f8b622818157ef0946e7
2,0x351,APP_TX_351,38,B2[7:5],0xFEBE80B8,0x0005816C,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
2,0x351,APP_TX_351,39,B2[4],0xFEBE80B9,0x0004B8A0,WRITE,producer-write,0x0004B882,FUN_0004b882,34,897ec99840a856831aaaed0e12cf2c9bbf23457701e7a833a5bec2ccf1ea9216
2,0x351,APP_TX_351,39,B2[4],0xFEBE80B9,0x0004C276,READ,packer-read,0x0004C25C,application_pack_can_351,136,7b112b649674374a6ad7be424c8c8b748b8eedb28b73f8b622818157ef0946e7
2,0x351,APP_TX_351,39,B2[4],0xFEBE80B9,0x0005816A,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
3,0x394,APP_TX_394,40,B0[6:4],0xFEBE80BA,0x0004B8E4,WRITE,producer-write,0x0004B8B6,FUN_0004b8b6,74,2f6e1f487121e9daffe31c73f4b40013bed407e4660b8b62f04ed781a75ab22a
3,0x394,APP_TX_394,40,B0[6:4],0xFEBE80BA,0x0004C164,READ,packer-read,0x0004C158,application_pack_can_394,256,99f1648cc628ba9d4fc775415d6ac97ef9ddd9243e11c68b679a1af495b16d10
3,0x394,APP_TX_394,40,B0[6:4],0xFEBE80BA,0x00058168,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
3,0x394,APP_TX_394,41,B0[1:0],0xFEBE80C2,0x0004B8DE,WRITE,producer-write,0x0004B8B6,FUN_0004b8b6,74,2f6e1f487121e9daffe31c73f4b40013bed407e4660b8b62f04ed781a75ab22a
3,0x394,APP_TX_394,41,B0[1:0],0xFEBE80C2,0x0004C172,READ,packer-read,0x0004C158,application_pack_can_394,256,99f1648cc628ba9d4fc775415d6ac97ef9ddd9243e11c68b679a1af495b16d10
3,0x394,APP_TX_394,41,B0[1:0],0xFEBE80C2,0x00058158,WRITE,default-init-write,0x00057BFE,application_ram_default_init,2054,93d3f00c819c352113902f1d8635111a0cde05bde6d667de4378f678cb0f065b
3,0x394,APP_TX_394,42,B1[7:6],0xFEBE80BD,0x0004B8EA,WRITE,producer-write,0x0004B8B6,FUN_0004b8b6,74,2f6e1f487121e9daffe31c73f4b40013bed407e4660b8b62f04ed781a75ab22a
