target_addr,decoded_instruction_count,decoded_byte_count,run_start,run_end,incoming_call_refs,incoming_data_refs,incoming_computed_refs,source_pointer_addrs,source_function_entries,starts_at_instruction_boundary,starts_with_prepare,contains_dispose,terminating_flow_count,overlaps_defined_data,overlaps_existing_function,candidate_class,adjudication_state
0x0001aa98,6,14,0x0001aa98,0x0001b9a1,0,16,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001aaac,12,30,0x0001aaac,0x0001b9c5,0,16,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001aab4,9,22,0x0001aab4,0x0001b9c5,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001ab84,3,6,0x0001ab84,0x0001ab89,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001abac,3,6,0x0001abac,0x0001abb1,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001abd4,3,6,0x0001abd4,0x0001abd9,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001abfc,3,6,0x0001abfc,0x0001ac01,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001ac24,3,6,0x0001ac24,0x0001ac29,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001acc4,3,6,0x0001acc4,0x0001acc9,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001acec,3,6,0x0001acec,0x0001acf1,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001ad14,3,6,0x0001ad14,0x0001ad19,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001ad3c,3,6,0x0001ad3c,0x0001ad41,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001ad64,3,6,0x0001ad64,0x0001ad69,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b224,15,36,0x0001b224,0x0001b313,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b26c,2,4,0x0001b26c,0x0001b26f,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b2fc,10,24,0x0001b2fc,0x0001b313,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0001b370,3,6,0x0001b370,0x0001b375,0,16,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b43e,3,6,0x0001b43e,0x0001b443,0,1,0,,0x000c5906,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b484,3,6,0x0001b484,0x0001b489,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b4a8,3,6,0x0001b4a8,0x0001b4ad,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b4cc,3,6,0x0001b4cc,0x0001b4d1,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b4f0,3,6,0x0001b4f0,0x0001b4f5,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b514,3,6,0x0001b514,0x0001b519,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b538,3,6,0x0001b538,0x0001b53d,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b55c,3,6,0x0001b55c,0x0001b561,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b580,3,6,0x0001b580,0x0001b585,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b5a4,17,38,0x0001b5a4,0x0001b9c5,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b5c8,3,6,0x0001b5c8,0x0001b5cd,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b5ec,3,6,0x0001b5ec,0x0001b5f1,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b610,3,6,0x0001b610,0x0001b615,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b634,3,6,0x0001b634,0x0001b639,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b658,3,6,0x0001b658,0x0001b65d,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b67c,3,6,0x0001b67c,0x0001b681,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b6a0,3,6,0x0001b6a0,0x0001b6a5,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b6c4,3,6,0x0001b6c4,0x0001b6c9,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b8f6,3,6,0x0001b8f6,0x0001b8fb,0,1,0,,0x000c39cc,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b91a,3,6,0x0001b91a,0x0001b91f,0,1,0,,0x000c39cc,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b99c,3,6,0x0001b99c,0x0001b9a1,0,1,0,,0x000c5ec8,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001b9ac,12,26,0x0001b9ac,0x0001b9c5,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0001b9b8,6,14,0x0001b9b8,0x0001b9c5,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0001b9c0,3,6,0x0001b9c0,0x0001b9c5,0,1,0,,0x000c5ec8,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001bc5a,3,6,0x0001bc5a,0x0001bc5f,0,1,0,,0x000c9412,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001bc7e,3,6,0x0001bc7e,0x0001bc83,0,1,0,,0x000c9412,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0001bca2,3,6,0x0001bca2,0x0001bca7,0,1,0,,0x000c94d0,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x00020090,2,8,0x00020090,0x00020097,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002010c,4,10,0x0002010c,0x00020115,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x00021618,3,6,0x00021618,0x0002161d,0,1,0,,0x0006fb50,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x00021968,2,4,0x00021968,0x0002196b,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002196a,1,2,0x0002196a,0x0002196b,0,2,0,,0x0007e4ce;0x0007e504,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x00022e64,7,14,0x00022e64,0x00022e71,0,1,0,,0x0007eb22,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x00025b6a,29,58,0x00025b6a,0x00025ba3,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x00025ba4,1,2,0x00025ba4,0x00025ba5,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x000280f4,2,10,0x000280f4,0x000280fd,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x00028100,3,14,0x00028100,0x0002810d,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x00028110,3,14,0x00028110,0x0002811d,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x00028120,3,14,0x00028120,0x0002812d,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0002b996,3,6,0x0002b996,0x0002b99b,0,1,0,,0x0004209c,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002b99a,1,2,0x0002b99a,0x0002b99b,0,1,0,,0x000421c6,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002ba06,3,6,0x0002ba06,0x0002ba0b,0,1,0,,0x0004302c,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002ba0a,1,2,0x0002ba0a,0x0002ba0b,0,1,0,,0x00043156,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002bb68,2,4,0x0002bb68,0x0002bb6b,0,1,0,,0x00044f2c,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002bb6c,2,4,0x0002bb6c,0x0002bb6f,0,1,0,,0x00044ffc,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002c0a2,6,12,0x0002c0a2,0x0002c0ad,0,4,0,,0x00037448,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002c2a6,5,12,0x0002c2a6,0x0002c2b1,0,4,0,,0x00037448,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002d4b8,4,8,0x0002d4b8,0x0002d4bf,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002dcc0,4,8,0x0002dcc0,0x0002dcc7,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002f8dc,4,8,0x0002f8dc,0x0002f8e3,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002fcf0,2,4,0x0002fcf0,0x0002fcf3,0,1,0,,0x0003a352,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002fd04,2,4,0x0002fd04,0x0002fd07,0,1,0,,0x0003a352,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002fd18,2,4,0x0002fd18,0x0002fd1b,0,1,0,,0x0003a352,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002fd2c,2,4,0x0002fd2c,0x0002fd2f,0,1,0,,0x0003a352,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0002fd40,2,4,0x0002fd40,0x0002fd43,0,1,0,,0x0003a352,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x00030400,15,30,0x00030400,0x0003041d,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0003abda,15,52,0x0003abda,0x0003ac0d,0,3,0,0x00028138;0x0002813c,0x0003abaa,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003ac06,2,8,0x0003ac06,0x0003ac0d,0,0,0,,,true,false,true,1,false,false,orphan-decoded-run,unresolved
0x0003ac0a,1,4,0x0003ac0a,0x0003ac0d,0,0,0,,,true,false,true,1,false,false,orphan-decoded-run,unresolved
0x0003ac0e,10,36,0x0003ac0e,0x0003ac31,0,1,0,0x00028158,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003ac82,15,52,0x0003ac82,0x0003acb5,0,3,0,0x0002816c;0x00028170,0x0003ac52,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003acae,2,8,0x0003acae,0x0003acb5,0,0,0,,,true,false,true,1,false,false,orphan-decoded-run,unresolved
0x0003acb2,1,4,0x0003acb2,0x0003acb5,0,0,0,,,true,false,true,1,false,false,orphan-decoded-run,unresolved
0x0003acb6,10,36,0x0003acb6,0x0003acd9,0,1,0,0x0002818c,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003b20e,3,6,0x0003b20e,0x0003b213,0,1,1,,0x0003b13a,true,false,false,0,false,true,pointer-referenced-code-run,unresolved
0x0003b214,8,24,0x0003b214,0x0003b241,0,1,1,,0x0003b13a,true,false,false,0,false,true,pointer-referenced-code-run,unresolved
0x0003b22c,7,22,0x0003b22c,0x0003b241,0,1,1,,0x0003b13a,true,false,false,0,false,true,pointer-referenced-code-run,unresolved
0x0003b238,3,10,0x0003b238,0x0003b241,0,0,0,,,true,false,false,0,false,true,orphan-decoded-run,unresolved
0x0003b2c6,7,22,0x0003b2c6,0x0003b2db,0,1,0,,,true,false,false,2,false,false,pointer-referenced-code-run,unresolved
0x0003b2d6,2,6,0x0003b2d6,0x0003b2db,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003b2dc,4,16,0x0003b2dc,0x0003b2eb,0,1,0,0x000281b0,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003b2ec,5,18,0x0003b2ec,0x0003b2fd,0,1,0,0x000281c0,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003b358,7,22,0x0003b358,0x0003b36d,0,1,0,,,true,false,false,2,false,false,pointer-referenced-code-run,unresolved
0x0003b368,2,6,0x0003b368,0x0003b36d,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003b36e,4,16,0x0003b36e,0x0003b37d,0,1,0,0x000281e4,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003b37e,5,18,0x0003b37e,0x0003b38f,0,1,0,0x000281f4,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003b460,19,52,0x0003b460,0x0003b493,0,1,0,,,true,false,false,3,false,false,pointer-referenced-code-run,unresolved
0x0003b482,2,6,0x0003b482,0x0003b487,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003b488,2,6,0x0003b488,0x0003b48d,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003b48e,2,6,0x0003b48e,0x0003b493,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003b494,4,16,0x0003b494,0x0003b4a3,0,1,0,0x00028218,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003b4a4,5,18,0x0003b4a4,0x0003b4b5,0,1,0,0x00028228,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003b510,19,52,0x0003b510,0x0003b543,0,1,0,,,true,false,false,3,false,false,pointer-referenced-code-run,unresolved
0x0003b532,2,6,0x0003b532,0x0003b537,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003b538,2,6,0x0003b538,0x0003b53d,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003b53e,2,6,0x0003b53e,0x0003b543,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003b544,4,16,0x0003b544,0x0003b553,0,1,0,0x0002824c,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003b554,5,18,0x0003b554,0x0003b565,0,1,0,0x0002825c,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003ce2a,35,98,0x0003ce2a,0x0003ce8b,0,1,0,,,true,false,false,1,false,false,pointer-referenced-code-run,unresolved
0x0003ce4c,20,60,0x0003ce4c,0x0003ce8b,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003ce5c,12,36,0x0003ce5c,0x0003ce8b,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003ce60,12,38,0x0003ce60,0x0003ce8b,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003ce6c,4,12,0x0003ce6c,0x0003ce8b,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003ce72,10,32,0x0003ce6c,0x0003ce8b,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003ce78,6,20,0x0003ce78,0x0003ce8b,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003ce86,2,6,0x0003ce86,0x0003ce8b,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003ce8c,4,16,0x0003ce8c,0x0003ce9b,0,1,0,0x000282e0,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003ce9c,5,20,0x0003ce9c,0x0003ceaf,0,1,0,0x000282f0,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003cf2c,11,32,0x0003cf2c,0x0003cf4b,0,2,0,,,true,false,false,2,false,false,pointer-referenced-code-run,unresolved
0x0003cf46,2,6,0x0003cf46,0x0003cf4b,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003cf4c,11,32,0x0003cf4c,0x0003cf6b,0,1,0,,,true,false,false,2,false,false,pointer-referenced-code-run,unresolved
0x0003cf60,2,6,0x0003cf60,0x0003cf65,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003cf66,2,6,0x0003cf66,0x0003cf6b,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003cf6c,5,20,0x0003cf6c,0x0003cf7f,0,1,0,0x00028328,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003cf80,4,16,0x0003cf80,0x0003cf8f,0,1,0,0x0002832c,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003cff8,12,38,0x0003cff8,0x0003d01d,0,3,0,,,true,false,false,3,false,false,pointer-referenced-code-run,unresolved
0x0003d012,2,6,0x0003d012,0x0003d017,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003d018,2,6,0x0003d018,0x0003d01d,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003d01e,5,20,0x0003d01e,0x0003d031,0,1,0,0x00028364,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003d032,4,16,0x0003d032,0x0003d041,0,1,0,0x00028368,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003d0aa,12,38,0x0003d0aa,0x0003d0cf,0,3,0,,,true,false,false,3,false,false,pointer-referenced-code-run,unresolved
0x0003d0c4,2,6,0x0003d0c4,0x0003d0c9,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003d0ca,2,6,0x0003d0ca,0x0003d0cf,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003d0d0,5,20,0x0003d0d0,0x0003d0e3,0,1,0,0x000283a0,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003d0e4,4,16,0x0003d0e4,0x0003d0f3,0,1,0,0x000283a4,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003d184,29,84,0x0003d184,0x0003d1d7,0,1,0,,,true,false,false,4,false,false,pointer-referenced-code-run,unresolved
0x0003d1a4,20,52,0x0003d1a4,0x0003d1d7,0,0,0,,,true,false,false,4,false,false,orphan-decoded-run,unresolved
0x0003d1b4,11,30,0x0003d1b4,0x0003d1d1,0,0,0,,,true,false,false,2,false,false,orphan-decoded-run,unresolved
0x0003d1cc,2,6,0x0003d1cc,0x0003d1d1,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003d1d2,2,6,0x0003d1d2,0x0003d1d7,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003d1d8,4,16,0x0003d1d8,0x0003d1e7,0,1,0,0x000283c8,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003d1e8,8,26,0x0003d1e8,0x0003d201,0,1,0,0x000283d8,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003d202,29,84,0x0003d202,0x0003d255,0,1,0,,,true,false,false,4,false,false,pointer-referenced-code-run,unresolved
0x0003d222,20,52,0x0003d222,0x0003d255,0,0,0,,,true,false,false,4,false,false,orphan-decoded-run,unresolved
0x0003d232,11,30,0x0003d232,0x0003d24f,0,0,0,,,true,false,false,2,false,false,orphan-decoded-run,unresolved
0x0003d24a,2,6,0x0003d24a,0x0003d24f,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003d250,2,6,0x0003d250,0x0003d255,0,0,0,,,true,false,false,1,false,false,orphan-decoded-run,unresolved
0x0003d256,4,16,0x0003d256,0x0003d265,0,1,0,0x000283fc,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003d266,8,26,0x0003d266,0x0003d27f,0,1,0,0x0002840c,,true,true,true,1,false,false,pointer-referenced-code-run,unresolved
0x0003d310,29,84,0x0003d310,0x0003d363,0,1,0,,,true,false,false,4,false,false,pointer-referenced-code-run,unresolved
