row_kind,rx_pdu_id,acceptance_index,can_id,can_format,frame_length,com_length,timeout_ticks,com_flags,com_buf_off,com_buf_ram,acceptance_filter_route,rx_callback,unpacker,validity_state_ram,update_counter_ram,pdu_first_consumer,secoc_envelope,signal_id,signal_property,wire_field,endianness,bit_length,start_arg,signed,dest_kind,dest,dest_width,signal_update_state,first_consumer,evidence_status,call_site,notes
signal,8,2,0x63B,classic,8,8,300,0x0C,55,0xFEBE4A80,rule[2] hw_label=11 route=2,0x7C640,0x4A35A,0xFEBE52D4,0xFEBE5334,0x4A35A,no,68,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5334,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,8,2,0x63B,classic,8,8,300,0x0C,55,0xFEBE4A80,rule[2] hw_label=11 route=2,0x7C640,0x4A35A,0xFEBE52D4,0xFEBE5334,0x4A35A,no,69,0,B2..B3 BE16,big,16,0,0,ram,0xFEBE7FA8,2,shares PDU update counter 0xFEBE5334,0x56FC2,recovered,0x4A38A,extract=bitfield; buf_off=57; evidence_window=0x4A35A-0x4A38A; body_sha256=c86ec4f4b1d1b81f…
signal,8,2,0x63B,classic,8,8,300,0x0C,55,0xFEBE4A80,rule[2] hw_label=11 route=2,0x7C640,0x4A35A,0xFEBE52D4,0xFEBE5334,0x4A35A,no,70,0,B4..B7 BE32,big,32,0,0,ram,0xFEBE7FA4,4,shares PDU update counter 0xFEBE5334,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,recovered,0x4A3A6,extract=bitfield; buf_off=59; evidence_window=0x4A366-0x4A3A6; body_sha256=c86ec4f4b1d1b81f…
signal,9,3,0x624,classic,8,8,600,0x0C,63,0xFEBE4A88,rule[3] hw_label=12 route=2,0x7C640,0x4A3C0,0xFEBE52D5,0xFEBE5335,0x4A3C0,no,71,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5335,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,9,3,0x624,classic,8,8,600,0x0C,63,0xFEBE4A88,rule[3] hw_label=12 route=2,0x7C640,0x4A3C0,0xFEBE52D5,0xFEBE5335,0x4A3C0,no,72,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5335,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,9,3,0x624,classic,8,8,600,0x0C,63,0xFEBE4A88,rule[3] hw_label=12 route=2,0x7C640,0x4A3C0,0xFEBE52D5,0xFEBE5335,0x4A3C0,no,73,0,B2,big,8,0,0,ram,0xFEBE7FAC,1,shares PDU update counter 0xFEBE5335,0x56FC2,recovered,0x4A3EE,extract=bitfield; buf_off=65; evidence_window=0x4A3C0-0x4A3EE; body_sha256=2db936c29f761d04…
signal,9,3,0x624,classic,8,8,600,0x0C,63,0xFEBE4A88,rule[3] hw_label=12 route=2,0x7C640,0x4A3C0,0xFEBE52D5,0xFEBE5335,0x4A3C0,no,74,0,B3[7:4],big,4,4,0,ram,0xFEBE7FAD,1,shares PDU update counter 0xFEBE5335,0x56FC2,recovered,0x4A408,extract=bitfield; buf_off=66; evidence_window=0x4A3C8-0x4A408; body_sha256=2db936c29f761d04…
signal,9,3,0x624,classic,8,8,600,0x0C,63,0xFEBE4A88,rule[3] hw_label=12 route=2,0x7C640,0x4A3C0,0xFEBE52D5,0xFEBE5335,0x4A3C0,no,75,0,B3[3:0],big,4,0,0,ram,0xFEBE7FAE,1,shares PDU update counter 0xFEBE5335,0x56FC2,recovered,0x4A422,extract=bitfield; buf_off=66; evidence_window=0x4A3E2-0x4A422; body_sha256=2db936c29f761d04…
signal,9,3,0x624,classic,8,8,600,0x0C,63,0xFEBE4A88,rule[3] hw_label=12 route=2,0x7C640,0x4A3C0,0xFEBE52D5,0xFEBE5335,0x4A3C0,no,76,0,B4[7:4],big,4,4,0,ram,0xFEBE7FAF,1,shares PDU update counter 0xFEBE5335,0x56FC2,recovered,0x4A43C,extract=bitfield; buf_off=67; evidence_window=0x4A3FC-0x4A43C; body_sha256=2db936c29f761d04…
signal,9,3,0x624,classic,8,8,600,0x0C,63,0xFEBE4A88,rule[3] hw_label=12 route=2,0x7C640,0x4A3C0,0xFEBE52D5,0xFEBE5335,0x4A3C0,no,77,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5335,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,9,3,0x624,classic,8,8,600,0x0C,63,0xFEBE4A88,rule[3] hw_label=12 route=2,0x7C640,0x4A3C0,0xFEBE52D5,0xFEBE5335,0x4A3C0,no,78,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5335,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,9,3,0x624,classic,8,8,600,0x0C,63,0xFEBE4A88,rule[3] hw_label=12 route=2,0x7C640,0x4A3C0,0xFEBE52D5,0xFEBE5335,0x4A3C0,no,79,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5335,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,9,3,0x624,classic,8,8,600,0x0C,63,0xFEBE4A88,rule[3] hw_label=12 route=2,0x7C640,0x4A3C0,0xFEBE52D5,0xFEBE5335,0x4A3C0,no,80,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5335,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,9,3,0x624,classic,8,8,600,0x0C,63,0xFEBE4A88,rule[3] hw_label=12 route=2,0x7C640,0x4A3C0,0xFEBE52D5,0xFEBE5335,0x4A3C0,no,81,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5335,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,9,3,0x624,classic,8,8,600,0x0C,63,0xFEBE4A88,rule[3] hw_label=12 route=2,0x7C640,0x4A3C0,0xFEBE52D5,0xFEBE5335,0x4A3C0,no,82,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5335,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,10,4,0x63D,classic,8,8,600,0x0C,71,0xFEBE4A90,rule[4] hw_label=13 route=2,0x7C640,0x4A456,0xFEBE52D6,0xFEBE5336,0x4A456,no,83,4,B3,big,8,0,0,ram,0xFEBE7FB2,1,shares PDU update counter 0xFEBE5336,0x56FC2,recovered,0x4A484,extract=bitfield; buf_off=74; evidence_window=0x4A456-0x4A484; body_sha256=2a4f332f4c2bf1d3…
signal,11,5,0xF,classic,8,8,60,0x0C,79,0xFEBE4A98,rule[5] hw_label=14 route=2,0x7C640,none,0xFEBE52D7,0xFEBE5337,classified-no-com-unpacker; frame still copied by RxIndication and tracked by update counter FEBE532C[11],yes,84,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5337,none as configured COM signal; containing PDU is consumed by SecOC path,classified-no-com-extraction,,classification=configured_no_com_unpacker_secoc_pdu; basis=PDU has no generated COM unpacker; its CAN ID is present in the six-record SecOC receive table
signal,11,5,0xF,classic,8,8,60,0x0C,79,0xFEBE4A98,rule[5] hw_label=14 route=2,0x7C640,none,0xFEBE52D7,0xFEBE5337,classified-no-com-unpacker; frame still copied by RxIndication and tracked by update counter FEBE532C[11],yes,85,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5337,none as configured COM signal; containing PDU is consumed by SecOC path,classified-no-com-extraction,,classification=configured_no_com_unpacker_secoc_pdu; basis=PDU has no generated COM unpacker; its CAN ID is present in the six-record SecOC receive table
signal,11,5,0xF,classic,8,8,60,0x0C,79,0xFEBE4A98,rule[5] hw_label=14 route=2,0x7C640,none,0xFEBE52D7,0xFEBE5337,classified-no-com-unpacker; frame still copied by RxIndication and tracked by update counter FEBE532C[11],yes,86,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5337,none as configured COM signal; containing PDU is consumed by SecOC path,classified-no-com-extraction,,classification=configured_no_com_unpacker_secoc_pdu; basis=PDU has no generated COM unpacker; its CAN ID is present in the six-record SecOC receive table
signal,12,6,0x13,classic,8,8,0,0x0C,87,0xFEBE4AA0,rule[6] hw_label=15 route=2,0x7C640,0x68368,0xFEBE52D8,0xFEBE5338,0x68368,no,87,4,B0..B7 opaque,opaque,64,0,0,com_opaque,COM+0x57/opaque-shadow,8,shares PDU update counter 0xFEBE5338,opaque PDU bytes consumed by crypto-test shadow/stability logic; no stable per-signal RAM dest,recovered,0x68368,extract=opaque_pdu_bytes; buf_off=87; evidence_window=0x25902-0x2593A; body_sha256=7dc15cabdff70299…
signal,13,7,0x14,classic,8,8,0,0x0C,95,0xFEBE4AA8,rule[7] hw_label=16 route=2,0x7C640,0x68368,0xFEBE52D9,0xFEBE5339,0x68368,no,88,4,B0..B7 opaque,opaque,64,0,0,com_opaque,COM+0x5F/opaque-shadow,8,shares PDU update counter 0xFEBE5339,opaque PDU bytes consumed by crypto-test shadow/stability logic; no stable per-signal RAM dest,recovered,0x68368,extract=opaque_pdu_bytes; buf_off=95; evidence_window=0x25902-0x2593A; body_sha256=7dc15cabdff70299…
signal,14,8,0x15,classic,8,8,0,0x0C,103,0xFEBE4AB0,rule[8] hw_label=17 route=2,0x7C640,0x68368,0xFEBE52DA,0xFEBE533A,0x68368,no,89,4,B0..B7 opaque,opaque,64,0,0,com_opaque,COM+0x67/opaque-shadow,8,shares PDU update counter 0xFEBE533A,opaque PDU bytes consumed by crypto-test shadow/stability logic; no stable per-signal RAM dest,recovered,0x68368,extract=opaque_pdu_bytes; buf_off=103; evidence_window=0x25902-0x2593A; body_sha256=7dc15cabdff70299…
signal,15,9,0x16,classic,8,8,0,0x0C,111,0xFEBE4AB8,rule[9] hw_label=18 route=2,0x7C640,0x68368,0xFEBE52DB,0xFEBE533B,0x68368,no,90,4,B0..B7 opaque,opaque,64,0,0,com_opaque,COM+0x6F/opaque-shadow,8,shares PDU update counter 0xFEBE533B,opaque PDU bytes consumed by crypto-test shadow/stability logic; no stable per-signal RAM dest,recovered,0x68368,extract=opaque_pdu_bytes; buf_off=111; evidence_window=0x25902-0x2593A; body_sha256=7dc15cabdff70299…
signal,16,10,0x17,classic,8,8,0,0x0C,119,0xFEBE4AC0,rule[10] hw_label=19 route=2,0x7C640,0x68368,0xFEBE52DC,0xFEBE533C,0x68368,no,91,4,B0..B7 opaque,opaque,64,0,0,com_opaque,COM+0x77/opaque-shadow,8,shares PDU update counter 0xFEBE533C,opaque PDU bytes consumed by crypto-test shadow/stability logic; no stable per-signal RAM dest,recovered,0x68368,extract=opaque_pdu_bytes; buf_off=119; evidence_window=0x25902-0x2593A; body_sha256=7dc15cabdff70299…
signal,17,11,0x18,classic,8,8,0,0x0C,127,0xFEBE4AC8,rule[11] hw_label=20 route=2,0x7C640,0x68368,0xFEBE52DD,0xFEBE533D,0x68368,no,92,4,B0..B7 opaque,opaque,64,0,0,com_opaque,COM+0x7F/opaque-shadow,8,shares PDU update counter 0xFEBE533D,opaque PDU bytes consumed by crypto-test shadow/stability logic; no stable per-signal RAM dest,recovered,0x68368,extract=opaque_pdu_bytes; buf_off=127; evidence_window=0x25902-0x2593A; body_sha256=7dc15cabdff70299…
signal,18,12,0x19,classic,8,8,0,0x0C,135,0xFEBE4AD0,rule[12] hw_label=21 route=2,0x7C640,0x68368,0xFEBE52DE,0xFEBE533E,0x68368,no,93,4,B0..B7 opaque,opaque,64,0,0,com_opaque,COM+0x87/opaque-shadow,8,shares PDU update counter 0xFEBE533E,opaque PDU bytes consumed by crypto-test shadow/stability logic; no stable per-signal RAM dest,recovered,0x68368,extract=opaque_pdu_bytes; buf_off=135; evidence_window=0x25902-0x2593A; body_sha256=7dc15cabdff70299…
signal,19,13,0x1A,classic,8,8,0,0x0C,143,0xFEBE4AD8,rule[13] hw_label=22 route=2,0x7C640,0x68368,0xFEBE52DF,0xFEBE533F,0x68368,no,94,4,B0..B7 opaque,opaque,64,0,0,com_opaque,COM+0x8F/opaque-shadow,8,shares PDU update counter 0xFEBE533F,opaque PDU bytes consumed by crypto-test shadow/stability logic; no stable per-signal RAM dest,recovered,0x68368,extract=opaque_pdu_bytes; buf_off=143; evidence_window=0x25902-0x2593A; body_sha256=7dc15cabdff70299…
signal,20,14,0x1B,classic,8,8,0,0x0C,151,0xFEBE4AE0,rule[14] hw_label=23 route=2,0x7C640,0x6875E,0xFEBE52E0,0xFEBE5340,0x6875E,no,95,4,B0..B7 opaque,opaque,64,0,0,com_opaque,COM+0x97/opaque-shadow,8,shares PDU update counter 0xFEBE5340,opaque PDU bytes consumed by crypto-test shadow/stability logic; no stable per-signal RAM dest,recovered,0x6875E,extract=opaque_pdu_bytes; buf_off=151; evidence_window=0x25902-0x2593A; body_sha256=adc75189ed1737d2…
signal,20,14,0x1B,classic,8,8,0,0x0C,151,0xFEBE4AE0,rule[14] hw_label=23 route=2,0x7C640,0x6875E,0xFEBE52E0,0xFEBE5340,0x6875E,no,96,4,B0..B7 opaque,opaque,64,0,0,com_opaque,COM+0x98/opaque-shadow,8,shares PDU update counter 0xFEBE5340,opaque PDU bytes consumed by crypto-test shadow/stability logic; no stable per-signal RAM dest,recovered,0x6875E,extract=opaque_pdu_bytes; buf_off=152; evidence_window=0x25902-0x2593A; body_sha256=adc75189ed1737d2…
signal,21,15,0x1C,classic,8,8,0,0x0C,159,0xFEBE4AE8,rule[15] hw_label=24 route=2,0x7C640,0x6875E,0xFEBE52E1,0xFEBE5341,0x6875E,no,97,4,B0..B7 opaque,opaque,64,0,0,com_opaque,COM+0x9F/opaque-shadow,8,shares PDU update counter 0xFEBE5341,opaque PDU bytes consumed by crypto-test shadow/stability logic; no stable per-signal RAM dest,recovered,0x6875E,extract=opaque_pdu_bytes; buf_off=159; evidence_window=0x25902-0x2593A; body_sha256=adc75189ed1737d2…
signal,22,16,0x1D,classic,8,8,0,0x0C,167,0xFEBE4AF0,rule[16] hw_label=25 route=2,0x7C640,0x6875E,0xFEBE52E2,0xFEBE5342,0x6875E,no,98,4,B0..B7 opaque,opaque,64,0,0,com_opaque,COM+0xA7/opaque-shadow,8,shares PDU update counter 0xFEBE5342,opaque PDU bytes consumed by crypto-test shadow/stability logic; no stable per-signal RAM dest,recovered,0x6875E,extract=opaque_pdu_bytes; buf_off=167; evidence_window=0x25902-0x2593A; body_sha256=adc75189ed1737d2…
signal,23,17,0x1E,classic,8,8,0,0x0C,175,0xFEBE4AF8,rule[17] hw_label=26 route=2,0x7C640,0x6875E,0xFEBE52E3,0xFEBE5343,0x6875E,no,99,4,B0..B7 opaque,opaque,64,0,0,com_opaque,COM+0xAF/opaque-shadow,8,shares PDU update counter 0xFEBE5343,opaque PDU bytes consumed by crypto-test shadow/stability logic; no stable per-signal RAM dest,recovered,0x6875E,extract=opaque_pdu_bytes; buf_off=175; evidence_window=0x25902-0x2593A; body_sha256=adc75189ed1737d2…
signal,24,18,0x1F,classic,8,8,0,0x0C,183,0xFEBE4B00,rule[18] hw_label=27 route=2,0x7C640,0x6875E,0xFEBE52E4,0xFEBE5344,0x6875E,no,100,4,B0..B7 opaque,opaque,64,0,0,com_opaque,COM+0xB7/opaque-shadow,8,shares PDU update counter 0xFEBE5344,opaque PDU bytes consumed by crypto-test shadow/stability logic; no stable per-signal RAM dest,recovered,0x6875E,extract=opaque_pdu_bytes; buf_off=183; evidence_window=0x25902-0x2593A; body_sha256=adc75189ed1737d2…
signal,25,19,0x191,classic,8,8,15,0x0C,191,0xFEBE4B08,rule[19] hw_label=28 route=2,0x7C640,0x4A4BC,0xFEBE52E5,0xFEBE5345,0x4A4BC,no,101,0,B0[7],big,1,7,0,ram,0xFEBE7FB7,1,shares PDU update counter 0xFEBE5345,0x56FC2,recovered,0x4A4EA,extract=bitfield; buf_off=191; evidence_window=0x4A4BC-0x4A4EA; body_sha256=17bda0b34161afb6…
signal,25,19,0x191,classic,8,8,15,0x0C,191,0xFEBE4B08,rule[19] hw_label=28 route=2,0x7C640,0x4A4BC,0xFEBE52E5,0xFEBE5345,0x4A4BC,no,102,0,B3[6],big,1,6,0,ram,0xFEBE7FB8,1,shares PDU update counter 0xFEBE5345,0x56FC2,recovered,0x4A504,extract=bitfield; buf_off=194; evidence_window=0x4A4C4-0x4A504; body_sha256=17bda0b34161afb6…
signal,25,19,0x191,classic,8,8,15,0x0C,191,0xFEBE4B08,rule[19] hw_label=28 route=2,0x7C640,0x4A4BC,0xFEBE52E5,0xFEBE5345,0x4A4BC,no,103,0,B3[5:4],big,2,4,0,ram,0xFEBE7FB9,1,shares PDU update counter 0xFEBE5345,0x56FC2,recovered,0x4A51E,extract=bitfield; buf_off=194; evidence_window=0x4A4DE-0x4A51E; body_sha256=17bda0b34161afb6…
signal,25,19,0x191,classic,8,8,15,0x0C,191,0xFEBE4B08,rule[19] hw_label=28 route=2,0x7C640,0x4A4BC,0xFEBE52E5,0xFEBE5345,0x4A4BC,no,104,0,B3[0],big,1,0,0,ram,0xFEBE7FBA,1,shares PDU update counter 0xFEBE5345,0x56FC2,recovered,0x4A538,extract=bitfield; buf_off=194; evidence_window=0x4A4F8-0x4A538; body_sha256=17bda0b34161afb6…
signal,25,19,0x191,classic,8,8,15,0x0C,191,0xFEBE4B08,rule[19] hw_label=28 route=2,0x7C640,0x4A4BC,0xFEBE52E5,0xFEBE5345,0x4A4BC,no,105,0,B4,big,8,0,0,ram,0xFEBE7FBB,1,shares PDU update counter 0xFEBE5345,0x56FC2,recovered,0x4A552,extract=bitfield; buf_off=195; evidence_window=0x4A512-0x4A552; body_sha256=17bda0b34161afb6…
signal,25,19,0x191,classic,8,8,15,0x0C,191,0xFEBE4B08,rule[19] hw_label=28 route=2,0x7C640,0x4A4BC,0xFEBE52E5,0xFEBE5345,0x4A4BC,no,106,0,B5,big,8,0,0,ram,0xFEBE7FBC,1,shares PDU update counter 0xFEBE5345,0x56FC2,recovered,0x4A56C,extract=bitfield; buf_off=196; evidence_window=0x4A52C-0x4A56C; body_sha256=17bda0b34161afb6…
signal,25,19,0x191,classic,8,8,15,0x0C,191,0xFEBE4B08,rule[19] hw_label=28 route=2,0x7C640,0x4A4BC,0xFEBE52E5,0xFEBE5345,0x4A4BC,no,107,0,B6,big,8,0,1,ram,0xFEBE7FBD,1,shares PDU update counter 0xFEBE5345,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,recovered,0x4A588,extract=bitfield; buf_off=197; evidence_window=0x4A548-0x4A588; body_sha256=17bda0b34161afb6…
signal,25,19,0x191,classic,8,8,15,0x0C,191,0xFEBE4B08,rule[19] hw_label=28 route=2,0x7C640,0x4A4BC,0xFEBE52E5,0xFEBE5345,0x4A4BC,no,108,0,n/a (no stock COM extraction),n/a,n/a,n/a,n/a,none,none,0,shares PDU update counter 0xFEBE5345,none as configured COM signal; PDU handler extracts other signal IDs,classified-no-com-extraction,,"classification=configured_not_extracted_by_pdu_handler; basis=same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
signal,26,20,0x131,classic,8,8,15,0x0C,199,0xFEBE4B10,rule[20] hw_label=29 route=2,0x7C640,0x4A5A2,0xFEBE52E6,0xFEBE5346,0x4A5A2,yes,109,0,B0[3],big,1,3,0,ram,0xFEBE7FC2,1,shares PDU update counter 0xFEBE5346,0x56FC2,recovered,0x4A5D0,extract=bitfield; buf_off=199; evidence_window=0x4A5A2-0x4A5D0; body_sha256=0fbc727b3f2c90e2…
signal,26,20,0x131,classic,8,8,15,0x0C,199,0xFEBE4B10,rule[20] hw_label=29 route=2,0x7C640,0x4A5A2,0xFEBE52E6,0xFEBE5346,0x4A5A2,yes,110,0,B0[2],big,1,2,0,ram,0xFEBE7FC3,1,shares PDU update counter 0xFEBE5346,0x56FC2,recovered,0x4A5EA,extract=bitfield; buf_off=199; evidence_window=0x4A5AA-0x4A5EA; body_sha256=0fbc727b3f2c90e2…
signal,26,20,0x131,classic,8,8,15,0x0C,199,0xFEBE4B10,rule[20] hw_label=29 route=2,0x7C640,0x4A5A2,0xFEBE52E6,0xFEBE5346,0x4A5A2,yes,111,0,B0[1],big,1,1,0,ram,0xFEBE7FC4,1,shares PDU update counter 0xFEBE5346,0x56FC2,recovered,0x4A656,extract=bitfield; buf_off=199; evidence_window=0x4A616-0x4A656; body_sha256=0fbc727b3f2c90e2…
signal,26,20,0x131,classic,8,8,15,0x0C,199,0xFEBE4B10,rule[20] hw_label=29 route=2,0x7C640,0x4A5A2,0xFEBE52E6,0xFEBE5346,0x4A5A2,yes,112,0,B0[0],big,1,0,0,ram,0xFEBE7FC5,1,shares PDU update counter 0xFEBE5346,0x56FC2,recovered,0x4A604,extract=bitfield; buf_off=199; evidence_window=0x4A5C4-0x4A604; body_sha256=0fbc727b3f2c90e2…
