region,vehicle_id,vehicle_name,install_set_id,install_set_id_hex,architecture_label,selected_category_ids
NA,12541,NX450h+,7631,0x1DCF,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12542,Corolla,7634,0x1DD2,EMPS+ABS+FRC,405 435 498
NA,12543,Corolla,7637,0x1DD5,EMPS+ABS+FRC,405 435 498
NA,12549,NX250,7655,0x1DE7,EMPS+ABS+FRC,405 435 498
NA,12550,NX350,7658,0x1DEA,EMPS+ABS+FRC,405 435 498
NA,12551,NX250,7661,0x1DED,EMPS+ABS+FRC,405 435 498
NA,12552,NX350,7664,0x1DF0,EMPS+ABS+FRC,405 435 498
NA,12553,NX350h,7667,0x1DF3,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12554,NX350h,7670,0x1DF6,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12555,NX450h+,7673,0x1DF9,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12564,Sienna HV,7700,0x1E14,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12575,Corolla Cross,7733,0x1E35,EMPS+ABS+FRC,405 435 498
NA,12576,Corolla Cross,7736,0x1E38,EMPS+ABS+FRC,405 435 498
NA,12577,Corolla Cross HEV,7739,0x1E3B,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12578,Prius,7742,0x1E3E,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12579,Prius,7745,0x1E41,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12580,NX250,7748,0x1E44,EMPS+ABS+FRC,405 435 498
NA,12581,NX350,7751,0x1E47,EMPS+ABS+FRC,405 435 498
NA,12582,NX350h,7754,0x1E4A,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12588,Prius Prime,7772,0x1E5C,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12594,bZ4X,7790,0x1E6E,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12598,Grand Highlander HEV,7802,0x1E7A,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12599,Grand Highlander,7805,0x1E7D,EMPS+ABS+FRC,405 435 498
NA,12600,Grand Highlander HEV,7808,0x1E80,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12610,Prius,7838,0x1E9E,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12611,Prius,7841,0x1EA1,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12612,Corolla,7844,0x1EA4,EMPS+ABS+FRC,405 435 498
NA,12613,Corolla,7847,0x1EA7,EMPS+ABS+FRC,405 435 498
NA,12614,Corolla HV,7850,0x1EAA,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12616,Corolla HV,7856,0x1EB0,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12618,Corolla,7862,0x1EB6,EMPS+ABS+FRC,405 435 498
NA,12622,RX350,7874,0x1EC2,EMPS+ABS+FRC,405 435 498
NA,12623,RX350h,7877,0x1EC5,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12624,RX500h,7880,0x1EC8,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12625,RX450h+,7883,0x1ECB,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12626,RX350,7886,0x1ECE,EMPS+ABS+FRC,405 435 498
NA,12627,RX350h,7889,0x1ED1,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12628,RX500h,7892,0x1ED4,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12641,Corolla,7931,0x1EFB,EMPS+ABS+FRC,405 435 498
NA,12642,Corolla,7934,0x1EFE,EMPS+ABS+FRC,405 435 498
NA,12643,GR Corolla,7937,0x1F01,EMPS+ABS+FRC,405 435 498
NA,12644,CROWN HEV,7940,0x1F04,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12645,CROWN HEV,7943,0x1F07,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12647,TX550h+,7949,0x1F0D,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12648,TX350,7952,0x1F10,EMPS+ABS+FRC,405 435 498
NA,12649,TX500h,7955,0x1F13,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12676,Corolla Cross,8036,0x1F64,EMPS+ABS+FRC,405 435 498
NA,12677,Corolla Cross,8039,0x1F67,EMPS+ABS+FRC,405 435 498
NA,12678,Corolla Cross HEV,8042,0x1F6A,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12679,Prius Prime,8045,0x1F6D,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12681,Yaris,8051,0x1F73,EMPS+ABS+FRC,405 435 498
NA,12682,LS500,8054,0x1F76,EMPS+ABS+FRC,405 435 498
NA,12684,LS500h,8060,0x1F7C,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12688,RZ450e,8072,0x1F88,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12689,RZ300e,8075,0x1F8B,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12690,GX550,8078,0x1F8E,EMPS+ABS+FRC,405 435 498
NA,12691,Tacoma,8081,0x1F91,EMPS+ABS+FRC,405 435 498
NA,12693,UX300h,8087,0x1F97,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12694,CROWN SIGNIA HEV,8090,0x1F9A,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12695,MIRAI,8093,0x1F9D,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12697,Land Cruiser HEV,8099,0x1FA3,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12698,NX250,8102,0x1FA6,EMPS+ABS+FRC,405 435 498
NA,12699,NX350,8105,0x1FA9,EMPS+ABS+FRC,405 435 498
NA,12700,NX350h,8108,0x1FAC,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12701,NX450h+,8111,0x1FAF,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12702,Tacoma HEV,8114,0x1FB2,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12703,Corolla,8117,0x1FB5,EMPS+ABS+FRC,405 435 498
NA,12704,Camry HV,8120,0x1FB8,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12705,Sienna HV,8123,0x1FBB,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12706,NX250,8126,0x1FBE,EMPS+ABS+FRC,405 435 498
NA,12707,NX350,8129,0x1FC1,EMPS+ABS+FRC,405 435 498
NA,12708,NX350h,8132,0x1FC4,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12709,CROWN HEV,8135,0x1FC7,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12710,CROWN HEV,8138,0x1FCA,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12714,Grand Highlander,8150,0x1FD6,EMPS+ABS+FRC,405 435 498
NA,12715,Grand Highlander HEV,8153,0x1FD9,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12716,Grand Highlander HEV,8156,0x1FDC,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12717,Corolla,8159,0x1FDF,EMPS+ABS+FRC,405 435 498
NA,12718,Corolla,8162,0x1FE2,EMPS+ABS+FRC,405 435 498
NA,12719,Corolla HV,8165,0x1FE5,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12720,Corolla HV,8168,0x1FE8,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12732,Land Cruiser HEV,8204,0x200C,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12738,TX350,8222,0x201E,EMPS+ABS+FRC,405 435 498
NA,12739,TX500h,8225,0x2021,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12740,TX550h+,8228,0x2024,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12743,Corolla,8237,0x202D,EMPS+ABS+FRC,405 435 498
NA,12744,Corolla,8240,0x2030,EMPS+ABS+FRC,405 435 498
NA,12745,Prius,8243,0x2033,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12746,Prius,8246,0x2036,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12747,Prius PHEV,8249,0x2039,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12748,bZ4X,8252,0x203C,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12749,RX350,8255,0x203F,EMPS+ABS+FRC,405 435 498
NA,12750,RX350h,8258,0x2042,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12751,RX500h,8261,0x2045,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12752,RX450h+,8264,0x2048,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12757,4Runner,8279,0x2057,EMPS+ABS+FRC,405 435 498
NA,12758,4Runner HEV,8282,0x205A,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12759,GR Corolla,8285,0x205D,EMPS+ABS+FRC,405 435 498
NA,12760,GR Corolla,8288,0x2060,EMPS+ABS+FRC,405 435 498
NA,12761,LS500,8291,0x2063,EMPS+ABS+FRC,405 435 498
NA,12763,LS500h,8297,0x2069,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12779,GX550,8345,0x2099,EMPS+ABS+FRC,405 435 498
NA,12780,RX350,8348,0x209C,EMPS+ABS+FRC,405 435 498
NA,12781,RX350h,8351,0x209F,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12782,RX500h,8354,0x20A2,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12783,RZ450e,8357,0x20A5,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12784,RZ300e,8360,0x20A8,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12786,LX600,8366,0x20AE,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12788,Tacoma,8372,0x20B4,EMPS+ABS+FRC,405 435 498
NA,12789,Tacoma,8375,0x20B7,EMPS+ABS+FRC,405 435 498
NA,12790,Tacoma HEV,8378,0x20BA,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12791,Corolla Cross,8381,0x20BD,EMPS+ABS+FRC,405 435 498
NA,12792,Corolla Cross,8384,0x20C0,EMPS+ABS+FRC,405 435 498
NA,12793,Corolla Cross HEV,8387,0x20C3,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12794,LX700h,8390,0x20C6,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12800,MIRAI,8408,0x20D8,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12808,Yaris,8432,0x20F0,EMPS+ABS+FRC,405 435 498
NA,12810,Sienna HV,8438,0x20F6,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12812,CROWN HEV,8444,0x20FC,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12813,CROWN HEV,8447,0x20FF,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12815,Prius,8453,0x2105,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12816,Prius,8456,0x2108,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12817,Prius PHEV,8459,0x210B,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12818,NX350,8462,0x210E,EMPS+ABS+FRC,405 435 498
NA,12819,NX350h,8465,0x2111,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12820,NX450h+,8468,0x2114,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12821,Corolla,8471,0x2117,EMPS+ABS+FRC,405 435 498
NA,12822,Corolla,8474,0x211A,EMPS+ABS+FRC,405 435 498
NA,12823,Corolla HV,8477,0x211D,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12824,Corolla HV,8480,0x2120,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12827,Corolla,8489,0x2129,EMPS+ABS+FRC,405 435 498
NA,12828,Corolla Cross,8492,0x212C,EMPS+ABS+FRC,405 435 498
NA,12829,Corolla Cross,8495,0x212F,EMPS+ABS+FRC,405 435 498
NA,12830,Corolla Cross HEV,8498,0x2132,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12831,NX350,8501,0x2135,EMPS+ABS+FRC,405 435 498
NA,12832,NX350h,8504,0x2138,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12837,RZ450e,8519,0x2147,EMPS+FRC,405 498
NA,12838,RZ350e,8522,0x214A,EMPS+FRC,405 498
NA,12843,bZ,8537,0x2159,EMPS+FRC,405 498
NA,12844,GX550,8540,0x215C,EMPS+ABS+FRC,405 435 498
NA,12853,RX350,8567,0x2177,EMPS+ABS+FRC,405 435 498
NA,12854,RX350h,8570,0x217A,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12855,RX500h,8573,0x217D,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12856,RX450h+,8576,0x2180,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12857,TX350,8579,0x2183,EMPS+ABS+FRC,405 435 498
NA,12858,TX500h,8582,0x2186,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12859,TX550h+,8585,0x2189,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12860,4Runner,8588,0x218C,EMPS+ABS+FRC,405 435 498
NA,12861,4Runner HEV,8591,0x218F,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12862,Camry HV,8594,0x2192,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12865,Corolla,8603,0x219B,EMPS+ABS+FRC,405 435 498
NA,12866,Corolla,8606,0x219E,EMPS+ABS+FRC,405 435 498
NA,12867,Land Cruiser HEV,8609,0x21A1,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12868,Grand Highlander,8612,0x21A4,EMPS+ABS+FRC,405 435 498
NA,12869,Grand Highlander HEV,8615,0x21A7,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12870,Grand Highlander HEV,8618,0x21AA,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12871,C-HR BEV,8621,0x21AD,EMPS+FRC,405 498
NA,12872,LS500,8624,0x21B0,EMPS+ABS+FRC,405 435 498
NA,12873,RX350,8627,0x21B3,EMPS+ABS+FRC,405 435 498
NA,12874,RX350h,8630,0x21B6,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12875,RX500h,8633,0x21B9,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12876,GR Corolla,8636,0x21BC,EMPS+ABS+FRC,405 435 498
NA,12877,GR Corolla,8639,0x21BF,EMPS+ABS+FRC,405 435 498
NA,12882,LX600,8654,0x21CE,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12883,LX700h,8657,0x21D1,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12884,Tacoma,8660,0x21D4,EMPS+ABS+FRC,405 435 498
NA,12885,Tacoma,8663,0x21D7,EMPS+ABS+FRC,405 435 498
NA,12886,Tacoma HEV,8666,0x21DA,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12895,IS350,8693,0x21F5,EMPS+ABS+FRC,405 435 498
NA,12896,bZ Woodland,8696,0x21F8,EMPS+FRC,405 498
NA,12898,RZ500e,8702,0x21FE,EMPS+FRC,405 498
NA,12899,RZ550e,8705,0x2201,EMPS+FRC,405 498
NA,12901,CROWN SIGNIA HEV,8711,0x2207,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12902,UX300h,8714,0x220A,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12903,MIRAI,8717,0x220D,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12904,MAC,8720,0x2210,EMPS+LDA+FRCAM+ABS+BRKBST+ADS+ADeU+FRC+EMPS2,405 418 430 435 466 476 477 498 499
NA,12905,MAC,8723,0x2213,EMPS+LDA+FRCAM+ABS+BRKBST+ADS+ADeU+FRC+EMPS2,405 418 430 435 466 476 477 498 499
NA,12906,GR Corolla,8726,0x2216,EMPS+ABS+FRC,405 435 498
NA,12907,GR Corolla,8729,0x2219,EMPS+ABS+FRC,405 435 498
NA,12909,Land Cruiser HEV,8735,0x221F,EMPS+FRC,405 498
NA,12910,Sienna HV,8738,0x2222,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12911,Yaris,8741,0x2225,EMPS+ABS+FRC,405 435 498
NA,12926,Hilux,8786,0x2252,EMPS+ABS+FRC,405 435 498
NA,12927,Hilux,8789,0x2255,EMPS+ABS+FRC,405 435 498
NA,12928,Hilux,8792,0x2258,EMPS+ABS+FRC,405 435 498
NA,12929,Hilux,8795,0x225B,EMPS+ABS+FRC,405 435 498
NA,12933,Prius,8807,0x2267,EMPS+FRC,405 498
NA,12934,Prius,8810,0x226A,EMPS+FRC,405 498
NA,12935,Prius PHEV,8813,0x226D,EMPS+FRC,405 498
NA,12936,Corolla,8816,0x2270,EMPS+FRC,405 498
NA,12937,Corolla,8819,0x2273,EMPS+FRC,405 498
NA,12938,Corolla,8822,0x2276,EMPS+FRC,405 498
NA,12939,Corolla HV,8825,0x2279,EMPS+FRC,405 498
NA,12940,Corolla HV,8828,0x227C,EMPS+FRC,405 498
NA,12950,CROWN HEV,8858,0x229A,EMPS+FRC,405 498
NA,12951,CROWN HEV,8861,0x229D,EMPS+FRC,405 498
NA,12952,Corolla,8864,0x22A0,EMPS+FRC,405 498
NA,12955,Corolla,8873,0x22A9,EMPS+FRC,405 498
NA,12958,IS350,8882,0x22B2,EMPS+ABS+FRC,405 435 498
NA,12959,GX550,8885,0x22B5,EMPS+ABS+FRC,405 435 498
NA,12960,TX350,8888,0x22B8,EMPS+ABS+FRC,405 435 498
NA,12961,TX500h,8891,0x22BB,EMPS+FRC,405 498
NA,12962,RX350,8894,0x22BE,EMPS+ABS+FRC,405 435 498
NA,12963,RX450h+,8897,0x22C1,EMPS+FRC,405 498
NA,12964,Corolla Cross,8900,0x22C4,EMPS+ABS+FRC,405 435 498
NA,12965,Corolla Cross,8903,0x22C7,EMPS+ABS+FRC,405 435 498
NA,12966,Corolla Cross HEV,8906,0x22CA,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12967,RX350,8909,0x22CD,EMPS+ABS+FRC,405 435 498
NA,12968,RX350h,8912,0x22D0,EMPS+FRC,405 498
NA,12969,RX500h,8915,0x22D3,EMPS+FRC,405 498
NA,12970,Grand Highlander,8918,0x22D6,EMPS+ABS+FRC,405 435 498
NA,12971,Grand Highlander HEV,8921,0x22D9,EMPS+FRC,405 498
NA,12972,Grand Highlander HEV,8924,0x22DC,EMPS+FRC,405 498
NA,12977,bZ,8939,0x22EB,EMPS+FRC,405 498
NA,12978,C-HR BEV,8942,0x22EE,EMPS+FRC,405 498
NA,12979,bZ Woodland,8945,0x22F1,EMPS+FRC,405 498
NA,12982,LX600,8954,0x22FA,EMPS+FRC,405 498
NA,12983,LX700h,8957,0x22FD,EMPS+FRC,405 498
NA,12984,Camry HV,8960,0x2300,EMPS+ABS+BRKBST+FRC,405 435 466 498
NA,12988,Tacoma,8972,0x230C,EMPS+ABS+FRC,405 435 498
NA,12989,Tacoma,8975,0x230F,EMPS+FRC,405 498
NA,12990,Tacoma HEV,8978,0x2312,EMPS+FRC,405 498
NA,12991,4Runner,8981,0x2315,EMPS+FRC,405 498
NA,12992,4Runner HEV,8984,0x2318,EMPS+FRC,405 498
NA,12993,CROWN SIGNIA HEV,8987,0x231B,EMPS+FRC,405 498
EU,2231,TEST,6701,0x1A2D,ABS+FRC,435 498
EU,2756,TEST,8276,0x2054,ABS+FRC,435 498
EU,3814,MAC,11450,0x2CBA,EMPS+LDA+FRCAM+ABS+BRKBST+ADS+ADeU+FRC+EMPS2,405 418 430 435 466 476 477 498 499
EU,4247,MAC,12749,0x31CD,EMPS+LDA+FRCAM+ABS+BRKBST+ADS+ADeU+FRC+EMPS2,405 418 430 435 466 476 477 498 499
EU,4484,NX250/NX260,13460,0x3494,EMPS+ABS+FRC,405 435 498
EU,4486,NX200,13466,0x349A,EMPS+ABS+FRC,405 435 498
EU,4488,NX350,13472,0x34A0,EMPS+ABS+FRC,405 435 498
EU,4490,NX350h,13478,0x34A6,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4492,NX350h,13484,0x34AC,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4494,NX350h,13490,0x34B2,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4496,NX350h,13496,0x34B8,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4498,NX400h+,13502,0x34BE,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4499,NX450h+,13505,0x34C1,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4616,GR COROLLA,13856,0x3620,EMPS+ABS+FRC,405 435 498
EU,4755,NOAH/VOXY,14273,0x37C1,EMPS+ABS+FRC,405 435 498
EU,4820,bZ4X,14468,0x3884,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4821,bZ4X,14471,0x3887,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4841,bZ4X,14531,0x38C3,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4842,bZ4X,14534,0x38C6,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4843,bZ4X,14537,0x38C9,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4844,bZ4X,14540,0x38CC,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4855,SIENNA HV,14573,0x38ED,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4872,SIENTA,14624,0x3920,EMPS+ABS+FRC,405 435 498
EU,4873,SIENTA HEV,14627,0x3923,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4878,COROLLA CROSS,14642,0x3932,EMPS+ABS+FRC,405 435 498
EU,4879,COROLLA CROSS HV,14645,0x3935,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4880,COROLLA CROSS HV,14648,0x3938,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4973,RX350,14927,0x3A4F,EMPS+ABS+FRC,405 435 498
EU,4974,RX350h,14930,0x3A52,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4975,RX350h,14933,0x3A55,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4977,RX350h,14939,0x3A5B,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4978,RX350h,14942,0x3A5E,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4979,RX500h,14945,0x3A61,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4980,RX450h+,14948,0x3A64,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4981,RX450h+,14951,0x3A67,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4982,RX350h,14954,0x3A6A,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4983,RX500h,14957,0x3A6D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4984,CROWN HEV,14960,0x3A70,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4986,CROWN HEV,14966,0x3A76,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4988,CROWN HEV,14972,0x3A7C,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,4990,RX350,14978,0x3A82,EMPS+ABS+FRC,405 435 498
EU,4991,RZ450e,14981,0x3A85,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5041,COROLLA,15131,0x3B1B,EMPS+ABS+FRC,405 435 498
EU,5042,COROLLA,15134,0x3B1E,EMPS+ABS+FRC,405 435 498
EU,5043,COROLLA,15137,0x3B21,EMPS+ABS+FRC,405 435 498
EU,5044,COROLLA,15140,0x3B24,EMPS+ABS+FRC,405 435 498
EU,5047,COROLLA HEV,15149,0x3B2D,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5048,COROLLA HEV,15152,0x3B30,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5049,COROLLA HEV,15155,0x3B33,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5050,COROLLA HEV,15158,0x3B36,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5053,COROLLA/COROLLA SPORT,15167,0x3B3F,EMPS+ABS+FRC,405 435 498
EU,5054,COROLLA/COROLLA SPORT,15170,0x3B42,EMPS+ABS+FRC,405 435 498
EU,5055,COROLLA HEV,15173,0x3B45,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5069,COROLLA HEV,15215,0x3B6F,EMPS+ABS+BRKBST+FRC,405 435 466 498
EU,5105,COROLLA,15323,0x3BDB,EMPS+ABS+FRC,405 435 498
EU,5106,COROLLA,15326,0x3BDE,EMPS+ABS+FRC,405 435 498
EU,5107,COROLLA,15329,0x3BE1,EMPS+ABS+FRC,405 435 498
EU,5108,COROLLA,15332,0x3BE4,EMPS+ABS+FRC,405 435 498
EU,5109,COROLLA,15335,0x3BE7,EMPS+ABS+FRC,405 435 498
