address,provenance,note
0x00082F6A,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json;data/generated/corolla_8965H1202000_secoc_key_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00082F9C,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json;data/generated/corolla_8965H1202000_secoc_key_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00082FA8,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json;data/generated/corolla_8965H1202000_secoc_key_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00083BF4,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json;data/generated/corolla_8965H1202000_secoc_key_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00083D7A,data/generated/corolla_8965H1202000_secoc_key_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00087E2C,data/generated/corolla_8965H1202000_b6_full_receiver_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00087FC2,data/generated/corolla_8965H1202000_b6_full_receiver_decompiler_evidence.json;data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088024,data/generated/corolla_8965H1202000_secoc_key_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088288,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088308,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x0008842A,data/generated/corolla_8965H1202000_secoc_key_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088458,data/generated/corolla_8965H1202000_secoc_key_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000884AA,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json;data/generated/corolla_8965H1202000_secoc_key_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000884E0,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088512,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088520,data/generated/corolla_8965H1202000_secoc_key_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x0008857C,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000885C0,data/generated/corolla_8965H1202000_secoc_key_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x0008865A,data/generated/corolla_8965H1202000_b6_full_receiver_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000886DA,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000886FC,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088702,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088744,data/generated/corolla_8965H1202000_b6_full_receiver_decompiler_evidence.json;data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json;data/generated/corolla_8965H1202000_secoc_key_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088856,data/generated/corolla_8965H1202000_b6_full_receiver_decompiler_evidence.json;data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000888A6,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088908,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x0008891E,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088986,data/generated/corolla_8965H1202000_b6_full_receiver_decompiler_evidence.json;data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json;data/generated/corolla_8965H1202000_secoc_key_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000889C2,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088A56,data/generated/corolla_8965H1202000_b6_full_receiver_decompiler_evidence.json;data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json;data/generated/corolla_8965H1202000_secoc_key_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088BE2,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088C16,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00088C9C,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00089514,data/generated/corolla_8965H1202000_b6_full_receiver_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00089558,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000896B0,data/generated/corolla_8965H1202000_b6_full_receiver_decompiler_evidence.json;data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00089758,data/generated/corolla_8965H1202000_b6_full_receiver_decompiler_evidence.json;data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00089812,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00089876,data/generated/corolla_8965H1202000_b6_full_receiver_decompiler_evidence.json;data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000899B4,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00089A46,data/generated/corolla_8965H1202000_b6_full_receiver_decompiler_evidence.json;data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00089B46,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00089CDA,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00089D58,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00089E2C,data/generated/corolla_8965H1202000_b6_full_receiver_decompiler_evidence.json;data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00089E9A,data/generated/corolla_8965H1202000_b6_full_receiver_decompiler_evidence.json;data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x00089F6E,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x0008A07A,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x0008A0AE,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x0008A130,data/generated/corolla_8965H1202000_b6_secoc_verification_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000B23A2,data/generated/corolla_8965H1202000_cooperative_authority_wire_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000B87E8,data/generated/corolla_8965H1202000_openpilot_state_bridge_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000B8EEC,data/generated/corolla_8965H1202000_cooperative_authority_wire_decompiler_evidence.json;data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000BA090,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000BAC16,data/generated/corolla_8965H1202000_openpilot_state_bridge_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000BBA48,data/generated/corolla_8965H1202000_cooperative_authority_wire_decompiler_evidence.json;data/generated/corolla_8965H1202000_openpilot_state_bridge_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000BE25A,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000C2176,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000C5156,data/generated/corolla_8965H1202000_cooperative_authority_wire_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000C51EA,data/generated/corolla_8965H1202000_cooperative_authority_wire_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000C584A,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000C5932,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000C6146,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000C68F4,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000C6D16,data/generated/corolla_8965H1202000_cooperative_authority_wire_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000C6DAA,data/generated/corolla_8965H1202000_cooperative_authority_wire_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000C76FA,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000C97A8,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000C9C16,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000C9CD2,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CAD62,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CAF84,data/generated/corolla_8965H1202000_cooperative_authority_wire_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CB07C,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CB1C8,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CB2E0,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CB670,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CB68A,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CB696,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CB6CA,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CB8BA,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CB9B6,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CBA40,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CBD7E,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CBE6E,data/generated/corolla_8965H1202000_cooperative_authority_wire_decompiler_evidence.json;data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CBFCE,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CC18E,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CC2EC,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CC442,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CC7F8,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CCE8C,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CD1E8,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CD31A,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CD3CC,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CD440,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CD496,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CD53E,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CD55A,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CD5DC,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CE974,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CEB8E,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
0x000CEDAE,data/generated/corolla_8965H1202000_lta_command_provenance_decompiler_evidence.json,exact-H function; transfers to F through verified byte-identical application
